Label,Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
Undefined,8/25/2015,2015,8,25,Tuesday,34,2015-34,25.49,25.54,24.29,24.6,2027500,24.6,0.009437792,25.66428571,25.76941176
Undefined,8/26/2015,2015,8,26,Wednesday,34,2015-34,25.05,26.25,24.21,25,2088700,25,0.016260163,25.525,25.72666667
Undefined,8/27/2015,2015,8,27,Thursday,34,2015-34,25.29,25.45,24.64,25.16,1641500,25.16,0.0064,25.42928571,25.69684211
Undefined,8/28/2015,2015,8,28,Friday,34,2015-34,25.12,25.72,24.71,24.86,829300,24.86,-0.011923649,25.33785714,25.655
Undefined,8/31/2015,2015,8,31,Monday,35,2015-35,24.66,24.92,24.24,24.66,1157600,24.66,-0.008045092,25.28642857,25.60761905
Undefined,9/1/2015,2015,9,1,Tuesday,35,2015-35,24.05,24.89,24.01,24.43,915200,24.43,-0.009326845,25.175,25.55409091
Undefined,9/2/2015,2015,9,2,Wednesday,35,2015-35,24.83,26.2,24.83,25.32,1687300,25.32,0.036430618,25.11214286,25.54391304
Undefined,9/3/2015,2015,9,3,Thursday,35,2015-35,25.26,25.73,24.63,25.51,903600,25.51,0.007503949,25.135,25.5425
Undefined,9/4/2015,2015,9,4,Friday,35,2015-35,25.17,25.49,24.84,25.07,733000,25.07,-0.017248138,25.15428571,25.5236
Undefined,9/8/2015,2015,9,8,Tuesday,36,2015-36,25.48,25.85,25.23,25.24,712300,25.24,0.006781013,25.09571429,25.51269231
Undefined,9/9/2015,2015,9,9,Wednesday,36,2015-36,25.49,26.1,24.87,25.07,1404700,25.07,-0.006735341,24.97428571,25.4962963
Undefined,9/10/2015,2015,9,10,Thursday,36,2015-36,24.98,26.06,24.9,25.45,1082900,25.45,0.015157599,24.99428571,25.49464286
Undefined,9/11/2015,2015,9,11,Friday,36,2015-36,25.33,26,24.7,25.87,1554500,25.87,0.016502946,25.04357143,25.50758621
Undefined,9/14/2015,2015,9,14,Monday,37,2015-37,25.9,26.5,25.75,26.12,602600,26.12,0.009663703,25.16857143,25.528
Undefined,9/15/2015,2015,9,15,Tuesday,37,2015-37,26.33,27.79,26.12,27.65,1745000,27.65,0.058575763,25.38642857,25.59645161
Undefined,9/16/2015,2015,9,16,Wednesday,37,2015-37,27.62,27.95,27.35,27.45,1229900,27.45,-0.007233237,25.56142857,25.654375
